"id"	"make"	"model"	"year"	"class"	"trans"	"drive"	"cyl"	"displ"	"fuel"	"hwy"	"cty"
"414"	1921	"Toyota"	"Celica"	1986	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2	"Regular"	28	22
"415"	1922	"Toyota"	"Celica"	1986	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	26	20
"416"	1923	"Toyota"	"Celica"	1986	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	28	22
"417"	3137	"Toyota"	"Celica"	1987	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2	"Regular"	26	20
"418"	3138	"Toyota"	"Celica"	1987	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2	"Regular"	31	23
"419"	3139	"Toyota"	"Celica"	1987	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	31	23
"420"	3140	"Toyota"	"Celica"	1987	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	26	20
"421"	4334	"Toyota"	"Celica"	1988	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2	"Regular"	26	19
"422"	4335	"Toyota"	"Celica"	1988	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2	"Regular"	29	22
"423"	4336	"Toyota"	"Celica"	1988	"Subcompact Cars"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2	"Premium"	24	17
"424"	4337	"Toyota"	"Celica"	1988	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	29	23
"425"	4338	"Toyota"	"Celica"	1988	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	26	19
"426"	5477	"Toyota"	"Celica"	1989	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2	"Regular"	26	19
"427"	5478	"Toyota"	"Celica"	1989	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2	"Regular"	29	23
"428"	5479	"Toyota"	"Celica"	1989	"Subcompact Cars"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2	"Premium"	24	17
"429"	5480	"Toyota"	"Celica"	1989	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	29	23
"430"	5481	"Toyota"	"Celica"	1989	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	26	19
"431"	6612	"Toyota"	"Celica"	1990	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	22
"432"	6613	"Toyota"	"Celica"	1990	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	24
"433"	6614	"Toyota"	"Celica"	1990	"Subcompact Cars"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2	"Premium"	22	17
"434"	6615	"Toyota"	"Celica"	1990	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"435"	6616	"Toyota"	"Celica"	1990	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	29	21
"436"	6617	"Toyota"	"Celica"	1990	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	20
"437"	7718	"Toyota"	"Celica"	1991	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	22
"438"	7719	"Toyota"	"Celica"	1991	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	24
"439"	7720	"Toyota"	"Celica"	1991	"Subcompact Cars"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2	"Premium"	22	17
"440"	7721	"Toyota"	"Celica"	1991	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"441"	7722	"Toyota"	"Celica"	1991	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	28	21
"442"	7723	"Toyota"	"Celica"	1991	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	19
"443"	8808	"Toyota"	"Celica"	1992	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	29	21
"444"	8809	"Toyota"	"Celica"	1992	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	29	22
"445"	8810	"Toyota"	"Celica"	1992	"Subcompact Cars"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2	"Premium"	22	17
"446"	8811	"Toyota"	"Celica"	1992	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	18
"447"	8812	"Toyota"	"Celica"	1992	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"448"	8813	"Toyota"	"Celica"	1992	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"449"	9866	"Toyota"	"Celica"	1993	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	29	21
"450"	9867	"Toyota"	"Celica"	1993	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	29	22
"451"	9868	"Toyota"	"Celica"	1993	"Subcompact Cars"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2	"Premium"	22	17
"452"	9869	"Toyota"	"Celica"	1993	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	25	18
"453"	9870	"Toyota"	"Celica"	1993	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"454"	10834	"Toyota"	"Celica"	1994	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	29	23
"455"	10835	"Toyota"	"Celica"	1994	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	23
"456"	10836	"Toyota"	"Celica"	1994	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	21
"457"	10837	"Toyota"	"Celica"	1994	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	21
"458"	11775	"Toyota"	"Celica"	1995	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	23
"459"	11776	"Toyota"	"Celica"	1995	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	24
"460"	11777	"Toyota"	"Celica"	1995	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	20
"461"	11778	"Toyota"	"Celica"	1995	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"462"	12663	"Toyota"	"Celica"	1996	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	23
"463"	12664	"Toyota"	"Celica"	1996	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	25
"464"	12665	"Toyota"	"Celica"	1996	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"465"	12666	"Toyota"	"Celica"	1996	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"466"	13408	"Toyota"	"Celica"	1997	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	23
"467"	13409	"Toyota"	"Celica"	1997	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	32	25
"468"	13410	"Toyota"	"Celica"	1997	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"469"	13411	"Toyota"	"Celica"	1997	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"470"	14149	"Toyota"	"Celica"	1998	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"471"	14150	"Toyota"	"Celica"	1998	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"472"	14930	"Toyota"	"Celica"	1999	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	20
"473"	14931	"Toyota"	"Celica"	1999	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"474"	15727	"Toyota"	"Celica"	2000	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	23
"475"	15728	"Toyota"	"Celica"	2000	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Premium"	27	20
"476"	15729	"Toyota"	"Celica"	2000	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	24
"477"	15730	"Toyota"	"Celica"	2000	"Subcompact Cars"	"Manual 6-spd"	"Front-Wheel Drive"	4	1.8	"Premium"	29	20
"478"	16558	"Toyota"	"Celica"	2001	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	32	25
"479"	16559	"Toyota"	"Celica"	2001	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	24
"480"	16560	"Toyota"	"Celica"	2001	"Subcompact Cars"	"Manual 6-spd"	"Front-Wheel Drive"	4	1.8	"Premium"	29	20
"481"	16561	"Toyota"	"Celica"	2001	"Subcompact Cars"	"Automatic (S4)"	"Front-Wheel Drive"	4	1.8	"Premium"	27	20
"482"	17473	"Toyota"	"Celica"	2002	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	32	25
"483"	17474	"Toyota"	"Celica"	2002	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	24
"484"	17475	"Toyota"	"Celica"	2002	"Subcompact Cars"	"Manual 6-spd"	"Front-Wheel Drive"	4	1.8	"Premium"	29	20
"485"	17476	"Toyota"	"Celica"	2002	"Subcompact Cars"	"Automatic (S4)"	"Front-Wheel Drive"	4	1.8	"Premium"	27	20
"486"	18447	"Toyota"	"Celica"	2003	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	33	25
"487"	18448	"Toyota"	"Celica"	2003	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	23
"488"	18449	"Toyota"	"Celica"	2003	"Subcompact Cars"	"Manual 6-spd"	"Front-Wheel Drive"	4	1.8	"Premium"	29	20
"489"	18450	"Toyota"	"Celica"	2003	"Subcompact Cars"	"Automatic (S4)"	"Front-Wheel Drive"	4	1.8	"Premium"	27	20
"490"	19510	"Toyota"	"Celica"	2004	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	33	25
"491"	19511	"Toyota"	"Celica"	2004	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	23
"492"	19512	"Toyota"	"Celica"	2004	"Subcompact Cars"	"Manual 6-spd"	"Front-Wheel Drive"	4	1.8	"Premium"	30	21
"493"	19513	"Toyota"	"Celica"	2004	"Subcompact Cars"	"Automatic (S4)"	"Front-Wheel Drive"	4	1.8	"Premium"	28	22
"494"	20643	"Toyota"	"Celica"	2005	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	33	25
"495"	20644	"Toyota"	"Celica"	2005	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	23
"496"	20645	"Toyota"	"Celica"	2005	"Subcompact Cars"	"Manual 6-spd"	"Front-Wheel Drive"	4	1.8	"Premium"	30	21
"497"	20646	"Toyota"	"Celica"	2005	"Subcompact Cars"	"Automatic (S4)"	"Front-Wheel Drive"	4	1.8	"Premium"	28	22
"498"	2952	"Toyota"	"Celica Convertible"	1987	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2	"Regular"	31	23
"499"	2953	"Toyota"	"Celica Convertible"	1987	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	31	23
"500"	4178	"Toyota"	"Celica Convertible"	1988	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2	"Regular"	29	22
"501"	4179	"Toyota"	"Celica Convertible"	1988	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	29	23
"502"	5298	"Toyota"	"Celica Convertible"	1989	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2	"Regular"	29	23
"503"	5299	"Toyota"	"Celica Convertible"	1989	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2	"Regular"	29	23
"504"	6438	"Toyota"	"Celica Convertible"	1990	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	28	21
"505"	6439	"Toyota"	"Celica Convertible"	1990	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	20
"506"	7514	"Toyota"	"Celica Convertible"	1991	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	28	21
"507"	7515	"Toyota"	"Celica Convertible"	1991	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	19
"508"	8612	"Toyota"	"Celica Convertible"	1992	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	25	18
"509"	8613	"Toyota"	"Celica Convertible"	1992	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	19
"510"	8614	"Toyota"	"Celica Convertible"	1992	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"511"	9685	"Toyota"	"Celica Convertible"	1993	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	18
"512"	9686	"Toyota"	"Celica Convertible"	1993	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	19
"513"	11631	"Toyota"	"Celica Convertible"	1995	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	19
"514"	11632	"Toyota"	"Celica Convertible"	1995	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"515"	12550	"Toyota"	"Celica Convertible"	1996	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	18
"516"	12551	"Toyota"	"Celica Convertible"	1996	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"517"	13296	"Toyota"	"Celica Convertible"	1997	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	19
"518"	13297	"Toyota"	"Celica Convertible"	1997	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"519"	14029	"Toyota"	"Celica Convertible"	1998	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	20
"520"	14030	"Toyota"	"Celica Convertible"	1998	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"521"	14828	"Toyota"	"Celica Convertible"	1999	"Minicompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	27	20
"522"	14829	"Toyota"	"Celica Convertible"	1999	"Minicompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	2.2	"Regular"	26	19
"523"	232	"Toyota"	"Celica Supra"	1985	"Subcompact Cars"	"Automatic 4-spd"	"Rear-Wheel Drive"	6	2.8	"Premium"	22	17
"524"	233	"Toyota"	"Celica Supra"	1985	"Subcompact Cars"	"Manual 5-spd"	"Rear-Wheel Drive"	6	2.8	"Premium"	22	18
"525"	1924	"Toyota"	"Celica Supra"	1986	"Subcompact Cars"	"Automatic 4-spd"	"Rear-Wheel Drive"	6	2.8	"Premium"	22	17
"526"	1925	"Toyota"	"Celica Supra"	1986	"Subcompact Cars"	"Manual 5-spd"	"Rear-Wheel Drive"	6	2.8	"Premium"	20	16
"527"	1325	"Toyota"	"Corolla"	1985	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	29	24
"528"	392	"Toyota"	"Corolla"	1985	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	29	24
"529"	393	"Toyota"	"Corolla"	1985	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	31	24
"530"	394	"Toyota"	"Corolla"	1985	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	33	26
"531"	395	"Toyota"	"Corolla"	1985	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.8	"Diesel"	33	29
"532"	396	"Toyota"	"Corolla"	1985	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Diesel"	42	32
"533"	2071	"Toyota"	"Corolla"	1986	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	24
"534"	2072	"Toyota"	"Corolla"	1986	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	32	24
"535"	2073	"Toyota"	"Corolla"	1986	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	34	26
"536"	3324	"Toyota"	"Corolla"	1987	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	29	24
"537"	3325	"Toyota"	"Corolla"	1987	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	32	24
"538"	3326	"Toyota"	"Corolla"	1987	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	33	26
"539"	4339	"Toyota"	"Corolla"	1988	"Subcompact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	28	23
"540"	4340	"Toyota"	"Corolla"	1988	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	31	23
"541"	4341	"Toyota"	"Corolla"	1988	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	32	26
"542"	4342	"Toyota"	"Corolla"	1988	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	27	22
"543"	5482	"Toyota"	"Corolla"	1989	"Subcompact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	28	23
"544"	5483	"Toyota"	"Corolla"	1989	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	31	23
"545"	5484	"Toyota"	"Corolla"	1989	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	32	26
"546"	5485	"Toyota"	"Corolla"	1989	"Subcompact Cars"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	1.6	"Regular"	26	21
"547"	5486	"Toyota"	"Corolla"	1989	"Subcompact Cars"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	1.6	"Regular"	26	20
"548"	5487	"Toyota"	"Corolla"	1989	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	28	23
"549"	6618	"Toyota"	"Corolla"	1990	"Subcompact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	26	23
"550"	6619	"Toyota"	"Corolla"	1990	"Subcompact Cars"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	1.6	"Regular"	26	21
"551"	6620	"Toyota"	"Corolla"	1990	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	22
"552"	6621	"Toyota"	"Corolla"	1990	"Subcompact Cars"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	1.6	"Regular"	26	19
"553"	6622	"Toyota"	"Corolla"	1990	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	24
"554"	6623	"Toyota"	"Corolla"	1990	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Premium"	29	22
"555"	7724	"Toyota"	"Corolla"	1991	"Subcompact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	26	23
"556"	7725	"Toyota"	"Corolla"	1991	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	22
"557"	7726	"Toyota"	"Corolla"	1991	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Premium"	29	22
"558"	7727	"Toyota"	"Corolla"	1991	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	24
"559"	8814	"Toyota"	"Corolla"	1992	"Subcompact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	26	23
"560"	8815	"Toyota"	"Corolla"	1992	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	23
"561"	8816	"Toyota"	"Corolla"	1992	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	30	24
"562"	10003	"Toyota"	"Corolla"	1993	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	26	23
"563"	10004	"Toyota"	"Corolla"	1993	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	31	23
"564"	10005	"Toyota"	"Corolla"	1993	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	23
"565"	10006	"Toyota"	"Corolla"	1993	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	23
"566"	10974	"Toyota"	"Corolla"	1994	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	27	23
"567"	10975	"Toyota"	"Corolla"	1994	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	31	23
"568"	10976	"Toyota"	"Corolla"	1994	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	29	23
"569"	10977	"Toyota"	"Corolla"	1994	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	23
"570"	11923	"Toyota"	"Corolla"	1995	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	27	23
"571"	11924	"Toyota"	"Corolla"	1995	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	31	24
"572"	11925	"Toyota"	"Corolla"	1995	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	23
"573"	11926	"Toyota"	"Corolla"	1995	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	24
"574"	12787	"Toyota"	"Corolla"	1996	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	27	23
"575"	12788	"Toyota"	"Corolla"	1996	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	32	26
"576"	12789	"Toyota"	"Corolla"	1996	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	23
"577"	12790	"Toyota"	"Corolla"	1996	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	25
"578"	13412	"Toyota"	"Corolla"	1997	"Subcompact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	27	22
"579"	13413	"Toyota"	"Corolla"	1997	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.6	"Regular"	32	26
"580"	13414	"Toyota"	"Corolla"	1997	"Subcompact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	31	23
"581"	13415	"Toyota"	"Corolla"	1997	"Subcompact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	32	25
"582"	14263	"Toyota"	"Corolla"	1998	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	24
"583"	14264	"Toyota"	"Corolla"	1998	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	33	25
"584"	14265	"Toyota"	"Corolla"	1998	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	34	27
"585"	15040	"Toyota"	"Corolla"	1999	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	24
"586"	15041	"Toyota"	"Corolla"	1999	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	33	25
"587"	15042	"Toyota"	"Corolla"	1999	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	34	27
"588"	15843	"Toyota"	"Corolla"	2000	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	29	24
"589"	15844	"Toyota"	"Corolla"	2000	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	34	25
"590"	15845	"Toyota"	"Corolla"	2000	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	34	27
"591"	16700	"Toyota"	"Corolla"	2001	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	25
"592"	16701	"Toyota"	"Corolla"	2001	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	36	26
"593"	16702	"Toyota"	"Corolla"	2001	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	37	28
"594"	17629	"Toyota"	"Corolla"	2002	"Compact Cars"	"Automatic 3-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	30	25
"595"	17630	"Toyota"	"Corolla"	2002	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	36	26
"596"	17631	"Toyota"	"Corolla"	2002	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	37	28
"597"	18604	"Toyota"	"Corolla"	2003	"Compact Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	34	25
"598"	18605	"Toyota"	"Corolla"	2003	"Compact Cars"	"Manual 5-spd"	"Front-Wheel Drive"	4	1.8	"Regular"	36	28
